KO,Definition,Gene IDs,DRR127476_bin.16,DRR127514_bin.3,DRR127619_bin.11,DRR127718_bin.11,DRR127720_bin.6,DRR127752_bin.18_sub,DRR127755_bin.21,MH_sensitive_DRR127478_SemiBin_56,MH_sensitive_DRR127532_SemiBin_33,MH_sensitive_DRR127537_SemiBin_56,MH_sensitive_DRR127557_SemiBin_47,MH_sensitive_DRR127567_SemiBin_19,MH_sensitive_DRR127647_SemiBin_28,MH_sensitive_DRR127692_SemiBin_11,MH_sensitive_DRR127708_SemiBin_52,MH_sensitive_DRR127721_SemiBin_53,MH_sensitive_DRR127736_SemiBin_32,MH_sensitive_DRR127751_SemiBin_5,MH_sensitive_DRR171465_SemiBin_39
K14059,integrase,gnl|Prokka|AKEAHCKB_00505;gnl|Prokka|APDOGEMG_04024;gnl|Prokka|APDOGEMG_04117;gnl|Prokka|BNGDJCLN_04276;gnl|Prokka|COAKLHLB_01853;gnl|Prokka|HCDLLMMA_00008;gnl|Prokka|HIPMDEKK_00109;gnl|Prokka|IAHBEFHN_03613;gnl|Prokka|ICHPHMKM_01483;gnl|Prokka|JCIDEFIG_01283;gnl|Prokka|JCIDEFIG_04006;gnl|Prokka|JDDPIIHO_03485;gnl|Prokka|JDDPIIHO_03722;gnl|Prokka|LGNBBEFE_01372;gnl|Prokka|LGNBBEFE_02155;gnl|Prokka|LKCJGGKA_00834;gnl|Prokka|NGKABENH_04510;gnl|Prokka|PJBPACPC_00832;gnl|Prokka|PLJPCPFJ_00915;gnl|Prokka|PLJPCPFJ_02535;gnl|Prokka|PLJPCPFJ_03619;gnl|Prokka|PLJPCPFJ_04609,1,1,2,1,2,2,1,0,4,0,1,1,1,1,0,1,0,2,1
K04095,cell filamentation protein; protein adenylyltransferase [EC:2.7.7.108],gnl|Prokka|AKEAHCKB_03434;gnl|Prokka|APDOGEMG_00114;gnl|Prokka|BNGDJCLN_02086;gnl|Prokka|COAKLHLB_03098;gnl|Prokka|HCDLLMMA_00040;gnl|Prokka|HCDLLMMA_00781;gnl|Prokka|HIPMDEKK_02693;gnl|Prokka|IAHBEFHN_00395;gnl|Prokka|IAHBEFHN_03796;gnl|Prokka|ICHPHMKM_00343;gnl|Prokka|JCIDEFIG_00129;gnl|Prokka|JDDPIIHO_01838;gnl|Prokka|JDDPIIHO_03027;gnl|Prokka|KAGGKOGE_03376;gnl|Prokka|KAGGKOGE_03520;gnl|Prokka|KIDIHNBK_02537;gnl|Prokka|KIDIHNBK_03944;gnl|Prokka|LGNBBEFE_02544;gnl|Prokka|LGNBBEFE_03414;gnl|Prokka|LKCJGGKA_00494;gnl|Prokka|MKNIKEAA_00159;gnl|Prokka|NGKABENH_02636;gnl|Prokka|NGKABENH_03679;gnl|Prokka|NKEMDPIE_00237;gnl|Prokka|NKEMDPIE_03508;gnl|Prokka|PJBPACPC_04211;gnl|Prokka|PLJPCPFJ_02558,1,1,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,1,2
K00343,NADH-quinone oxidoreductase subunit N [EC:7.1.1.2],gnl|Prokka|AKEAHCKB_01564;gnl|Prokka|APDOGEMG_04369;gnl|Prokka|BNGDJCLN_03526;gnl|Prokka|COAKLHLB_00284;gnl|Prokka|HCDLLMMA_00463;gnl|Prokka|HIPMDEKK_03329;gnl|Prokka|IAHBEFHN_01260;gnl|Prokka|ICHPHMKM_00582;gnl|Prokka|ICHPHMKM_00884;gnl|Prokka|JCIDEFIG_03522;gnl|Prokka|KAGGKOGE_01469;gnl|Prokka|KIDIHNBK_04422;gnl|Prokka|LGNBBEFE_02372;gnl|Prokka|LKCJGGKA_03594;gnl|Prokka|MKNIKEAA_01811;gnl|Prokka|NGKABENH_01025;gnl|Prokka|NKEMDPIE_00559;gnl|Prokka|PJBPACPC_02004;gnl|Prokka|PLJPCPFJ_04428,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1
K16695,lipopolysaccharide exporter,gnl|Prokka|APDOGEMG_02098;gnl|Prokka|BNGDJCLN_03824;gnl|Prokka|COAKLHLB_03580;gnl|Prokka|HCDLLMMA_00688;gnl|Prokka|JCIDEFIG_03505;gnl|Prokka|JDDPIIHO_03697;gnl|Prokka|KIDIHNBK_04201;gnl|Prokka|LGNBBEFE_01435;gnl|Prokka|MKNIKEAA_02036;gnl|Prokka|NGKABENH_03914;gnl|Prokka|NKEMDPIE_00696;gnl|Prokka|PJBPACPC_01784;gnl|Prokka|PLJPCPFJ_03658,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
K00065,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127],gnl|Prokka|AKEAHCKB_02053;gnl|Prokka|APDOGEMG_01726;gnl|Prokka|APDOGEMG_02682;gnl|Prokka|BNGDJCLN_00697;gnl|Prokka|BNGDJCLN_01383;gnl|Prokka|COAKLHLB_04150;gnl|Prokka|COAKLHLB_04220;gnl|Prokka|HCDLLMMA_01046;gnl|Prokka|HCDLLMMA_01121;gnl|Prokka|HIPMDEKK_01777;gnl|Prokka|IAHBEFHN_02794;gnl|Prokka|IAHBEFHN_04033;gnl|Prokka|ICHPHMKM_03237;gnl|Prokka|ICHPHMKM_03608;gnl|Prokka|JCIDEFIG_00009;gnl|Prokka|JCIDEFIG_03451;gnl|Prokka|JDDPIIHO_03950;gnl|Prokka|JDDPIIHO_04101;gnl|Prokka|KAGGKOGE_00239;gnl|Prokka|KAGGKOGE_00314;gnl|Prokka|KIDIHNBK_00052;gnl|Prokka|KIDIHNBK_01610;gnl|Prokka|LGNBBEFE_00634;gnl|Prokka|LGNBBEFE_03778;gnl|Prokka|LKCJGGKA_02010;gnl|Prokka|LKCJGGKA_04177;gnl|Prokka|MKNIKEAA_03983;gnl|Prokka|MKNIKEAA_04081;gnl|Prokka|NGKABENH_04296;gnl|Prokka|NGKABENH_04395;gnl|Prokka|NKEMDPIE_04066;gnl|Prokka|NKEMDPIE_04067;gnl|Prokka|PJBPACPC_02715;gnl|Prokka|PJBPACPC_02820;gnl|Prokka|PLJPCPFJ_03674;gnl|Prokka|PLJPCPFJ_04080,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
K02430,DeoR family transcriptional regulator; L-fucose operon activator,gnl|Prokka|AKEAHCKB_01010;gnl|Prokka|APDOGEMG_01766;gnl|Prokka|BNGDJCLN_01415;gnl|Prokka|COAKLHLB_04188;gnl|Prokka|HCDLLMMA_01078;gnl|Prokka|HIPMDEKK_02967;gnl|Prokka|IAHBEFHN_00910;gnl|Prokka|ICHPHMKM_03576;gnl|Prokka|JCIDEFIG_01868;gnl|Prokka|JCIDEFIG_03222;gnl|Prokka|JDDPIIHO_03458;gnl|Prokka|KAGGKOGE_00276;gnl|Prokka|KIDIHNBK_00017;gnl|Prokka|LGNBBEFE_00672;gnl|Prokka|LKCJGGKA_04141;gnl|Prokka|MKNIKEAA_04048;gnl|Prokka|NGKABENH_04360;gnl|Prokka|NKEMDPIE_04099;gnl|Prokka|PJBPACPC_02781;gnl|Prokka|PLJPCPFJ_04042,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
K05515,penicillin-binding protein 2 [EC:3.4.16.4],gnl|Prokka|AKEAHCKB_02012;gnl|Prokka|APDOGEMG_02833;gnl|Prokka|BNGDJCLN_02821;gnl|Prokka|COAKLHLB_02471;gnl|Prokka|HCDLLMMA_01339;gnl|Prokka|HIPMDEKK_00726;gnl|Prokka|IAHBEFHN_02779;gnl|Prokka|ICHPHMKM_01305;gnl|Prokka|JCIDEFIG_01429;gnl|Prokka|JDDPIIHO_01031;gnl|Prokka|KAGGKOGE_02682;gnl|Prokka|KIDIHNBK_02962;gnl|Prokka|LGNBBEFE_03645;gnl|Prokka|LKCJGGKA_03765;gnl|Prokka|MKNIKEAA_01007;gnl|Prokka|NGKABENH_01773;gnl|Prokka|NKEMDPIE_02924;gnl|Prokka|PJBPACPC_01226;gnl|Prokka|PLJPCPFJ_00480,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K03445,MFS transporter; DHA1 family; purine ribonucleoside efflux pump,gnl|Prokka|AKEAHCKB_00068;gnl|Prokka|APDOGEMG_01542;gnl|Prokka|BNGDJCLN_02654;gnl|Prokka|COAKLHLB_04028;gnl|Prokka|HCDLLMMA_03357;gnl|Prokka|HIPMDEKK_00069;gnl|Prokka|IAHBEFHN_02923;gnl|Prokka|ICHPHMKM_00230;gnl|Prokka|JCIDEFIG_00051;gnl|Prokka|JDDPIIHO_00566;gnl|Prokka|KAGGKOGE_03243;gnl|Prokka|KIDIHNBK_00693;gnl|Prokka|LGNBBEFE_03251;gnl|Prokka|LKCJGGKA_02591;gnl|Prokka|MKNIKEAA_00594;gnl|Prokka|NGKABENH_02554;gnl|Prokka|NKEMDPIE_03774;gnl|Prokka|PJBPACPC_03140;gnl|Prokka|PLJPCPFJ_01981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K20542,endoglucanase [EC:3.2.1.4],gnl|Prokka|APDOGEMG_03846;gnl|Prokka|BNGDJCLN_03403;gnl|Prokka|COAKLHLB_01187;gnl|Prokka|HCDLLMMA_02317;gnl|Prokka|HIPMDEKK_00769;gnl|Prokka|IAHBEFHN_02214;gnl|Prokka|ICHPHMKM_01342;gnl|Prokka|JDDPIIHO_04115;gnl|Prokka|KAGGKOGE_03442;gnl|Prokka|KIDIHNBK_02603;gnl|Prokka|LGNBBEFE_01800;gnl|Prokka|LKCJGGKA_02753;gnl|Prokka|NGKABENH_02692;gnl|Prokka|NKEMDPIE_02072;gnl|Prokka|PJBPACPC_02999;gnl|Prokka|PLJPCPFJ_03806,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
K02168,choline/glycine/proline betaine transport protein,gnl|Prokka|APDOGEMG_02899;gnl|Prokka|BNGDJCLN_03102;gnl|Prokka|BNGDJCLN_03734;gnl|Prokka|COAKLHLB_02643;gnl|Prokka|HCDLLMMA_01189;gnl|Prokka|HCDLLMMA_01272;gnl|Prokka|HIPMDEKK_01337;gnl|Prokka|IAHBEFHN_02034;gnl|Prokka|JCIDEFIG_00574;gnl|Prokka|JDDPIIHO_00147;gnl|Prokka|KAGGKOGE_02842;gnl|Prokka|KIDIHNBK_01461;gnl|Prokka|LGNBBEFE_01354;gnl|Prokka|LGNBBEFE_01380;gnl|Prokka|LKCJGGKA_01369;gnl|Prokka|LKCJGGKA_03562;gnl|Prokka|MKNIKEAA_04343;gnl|Prokka|NGKABENH_00583;gnl|Prokka|NKEMDPIE_02371;gnl|Prokka|PJBPACPC_00328;gnl|Prokka|PLJPCPFJ_03442,2,0,1,1,2,1,1,1,1,1,2,0,1,1,1,2,1,1,1
K02495,oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3],gnl|Prokka|AKEAHCKB_01970;gnl|Prokka|APDOGEMG_00325;gnl|Prokka|BNGDJCLN_02502;gnl|Prokka|COAKLHLB_02220;gnl|Prokka|HCDLLMMA_00821;gnl|Prokka|HCDLLMMA_00829;gnl|Prokka|HIPMDEKK_01165;gnl|Prokka|IAHBEFHN_00679;gnl|Prokka|ICHPHMKM_00253;gnl|Prokka|JCIDEFIG_00469;gnl|Prokka|JDDPIIHO_02314;gnl|Prokka|KAGGKOGE_02230;gnl|Prokka|KIDIHNBK_02821;gnl|Prokka|LGNBBEFE_01895;gnl|Prokka|LKCJGGKA_02169;gnl|Prokka|MKNIKEAA_03710;gnl|Prokka|NGKABENH_04621;gnl|Prokka|NKEMDPIE_03232;gnl|Prokka|PJBPACPC_03619;gnl|Prokka|PLJPCPFJ_00294,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1
K08970,nickel/cobalt transporter (NicO) family protein,gnl|Prokka|AKEAHCKB_03858;gnl|Prokka|APDOGEMG_02154;gnl|Prokka|BNGDJCLN_03683;gnl|Prokka|COAKLHLB_03962;gnl|Prokka|COAKLHLB_03963;gnl|Prokka|HCDLLMMA_00633;gnl|Prokka|HIPMDEKK_02089;gnl|Prokka|ICHPHMKM_01209;gnl|Prokka|JCIDEFIG_01689;gnl|Prokka|KAGGKOGE_01636;gnl|Prokka|KIDIHNBK_04256;gnl|Prokka|LGNBBEFE_02736;gnl|Prokka|MKNIKEAA_01979;gnl|Prokka|NGKABENH_03854;gnl|Prokka|NKEMDPIE_03562;gnl|Prokka|PJBPACPC_01839;gnl|Prokka|PLJPCPFJ_03931,1,1,1,1,1,0,2,1,1,1,0,1,0,1,1,1,1,1,1
K09896,uncharacterized protein,gnl|Prokka|AKEAHCKB_01979;gnl|Prokka|APDOGEMG_00315;gnl|Prokka|BNGDJCLN_02493;gnl|Prokka|COAKLHLB_03954;gnl|Prokka|HCDLLMMA_00812;gnl|Prokka|HIPMDEKK_01174;gnl|Prokka|IAHBEFHN_00688;gnl|Prokka|ICHPHMKM_00244;gnl|Prokka|JCIDEFIG_00460;gnl|Prokka|JDDPIIHO_02305;gnl|Prokka|KAGGKOGE_02239;gnl|Prokka|KIDIHNBK_02831;gnl|Prokka|LGNBBEFE_01904;gnl|Prokka|LKCJGGKA_02160;gnl|Prokka|MKNIKEAA_03701;gnl|Prokka|NGKABENH_04630;gnl|Prokka|NKEMDPIE_03241;gnl|Prokka|PJBPACPC_03610;gnl|Prokka|PLJPCPFJ_00285,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K12147,acidic protein MsyB,gnl|Prokka|AKEAHCKB_02307;gnl|Prokka|APDOGEMG_02348;gnl|Prokka|BNGDJCLN_00602;gnl|Prokka|COAKLHLB_02666;gnl|Prokka|HCDLLMMA_03634;gnl|Prokka|HIPMDEKK_01353;gnl|Prokka|IAHBEFHN_01153;gnl|Prokka|ICHPHMKM_02293;gnl|Prokka|JCIDEFIG_00840;gnl|Prokka|JDDPIIHO_02551;gnl|Prokka|KAGGKOGE_02304;gnl|Prokka|KIDIHNBK_01824;gnl|Prokka|LGNBBEFE_02252;gnl|Prokka|LKCJGGKA_00955;gnl|Prokka|MKNIKEAA_02802;gnl|Prokka|NGKABENH_00106;gnl|Prokka|NKEMDPIE_01158;gnl|Prokka|PJBPACPC_01064;gnl|Prokka|PLJPCPFJ_01662,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K09024,flavin reductase [EC:1.5.1.-],gnl|Prokka|AKEAHCKB_02280;gnl|Prokka|APDOGEMG_00432;gnl|Prokka|BNGDJCLN_02476;gnl|Prokka|COAKLHLB_02244;gnl|Prokka|HCDLLMMA_01765;gnl|Prokka|IAHBEFHN_00011;gnl|Prokka|ICHPHMKM_01404;gnl|Prokka|JCIDEFIG_04215;gnl|Prokka|JDDPIIHO_00325;gnl|Prokka|KAGGKOGE_02337;gnl|Prokka|KIDIHNBK_01862;gnl|Prokka|LGNBBEFE_00082;gnl|Prokka|LKCJGGKA_03991;gnl|Prokka|MKNIKEAA_03221;gnl|Prokka|NGKABENH_01372;gnl|Prokka|NKEMDPIE_01326;gnl|Prokka|PJBPACPC_01026;gnl|Prokka|PLJPCPFJ_01728,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
K12299,MFS transporter; ACS family; probable galactarate transporter,gnl|Prokka|AKEAHCKB_01793;gnl|Prokka|APDOGEMG_01598;gnl|Prokka|BNGDJCLN_01002;gnl|Prokka|COAKLHLB_02035;gnl|Prokka|HCDLLMMA_04527;gnl|Prokka|IAHBEFHN_02358;gnl|Prokka|JCIDEFIG_03664;gnl|Prokka|JDDPIIHO_03275;gnl|Prokka|KAGGKOGE_02369;gnl|Prokka|KIDIHNBK_00536;gnl|Prokka|LGNBBEFE_02630;gnl|Prokka|LKCJGGKA_02651;gnl|Prokka|MKNIKEAA_00237;gnl|Prokka|NGKABENH_03999;gnl|Prokka|NGKABENH_04000;gnl|Prokka|NKEMDPIE_00626;gnl|Prokka|PJBPACPC_02420;gnl|Prokka|PLJPCPFJ_01144,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,2
K00962,polyribonucleotide nucleotidyltransferase [EC:2.7.7.8],gnl|Prokka|AKEAHCKB_03991;gnl|Prokka|APDOGEMG_01559;gnl|Prokka|BNGDJCLN_01041;gnl|Prokka|COAKLHLB_01010;gnl|Prokka|HCDLLMMA_02170;gnl|Prokka|HIPMDEKK_00243;gnl|Prokka|IAHBEFHN_01750;gnl|Prokka|ICHPHMKM_00382;gnl|Prokka|JCIDEFIG_03040;gnl|Prokka|JDDPIIHO_03970;gnl|Prokka|KAGGKOGE_02401;gnl|Prokka|KIDIHNBK_00571;gnl|Prokka|LGNBBEFE_03739;gnl|Prokka|LKCJGGKA_02688;gnl|Prokka|MKNIKEAA_01508;gnl|Prokka|NGKABENH_01196;gnl|Prokka|NKEMDPIE_01460;gnl|Prokka|PJBPACPC_02386;gnl|Prokka|PLJPCPFJ_01183,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K03270,3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45],gnl|Prokka|AKEAHCKB_04025;gnl|Prokka|APDOGEMG_00658;gnl|Prokka|BNGDJCLN_01075;gnl|Prokka|COAKLHLB_01044;gnl|Prokka|HCDLLMMA_02204;gnl|Prokka|HIPMDEKK_01107;gnl|Prokka|IAHBEFHN_01716;gnl|Prokka|ICHPHMKM_01581;gnl|Prokka|JCIDEFIG_02575;gnl|Prokka|JDDPIIHO_02623;gnl|Prokka|KAGGKOGE_02435;gnl|Prokka|KIDIHNBK_00605;gnl|Prokka|LGNBBEFE_02414;gnl|Prokka|LKCJGGKA_02722;gnl|Prokka|MKNIKEAA_01474;gnl|Prokka|NGKABENH_01230;gnl|Prokka|NKEMDPIE_00086;gnl|Prokka|PJBPACPC_02352;gnl|Prokka|PLJPCPFJ_01217,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K03402,transcriptional regulator of arginine metabolism,gnl|Prokka|AKEAHCKB_04059;gnl|Prokka|APDOGEMG_00625;gnl|Prokka|BNGDJCLN_01109;gnl|Prokka|COAKLHLB_01078;gnl|Prokka|HCDLLMMA_02237;gnl|Prokka|HIPMDEKK_03005;gnl|Prokka|IAHBEFHN_01683;gnl|Prokka|ICHPHMKM_00145;gnl|Prokka|JCIDEFIG_02783;gnl|Prokka|JDDPIIHO_01570;gnl|Prokka|JDDPIIHO_02760;gnl|Prokka|KAGGKOGE_02467;gnl|Prokka|KIDIHNBK_00636;gnl|Prokka|LGNBBEFE_01540;gnl|Prokka|LKCJGGKA_02508;gnl|Prokka|MKNIKEAA_01442;gnl|Prokka|MKNIKEAA_03077;gnl|Prokka|NGKABENH_01261;gnl|Prokka|NGKABENH_01859;gnl|Prokka|NKEMDPIE_01504;gnl|Prokka|NKEMDPIE_02737;gnl|Prokka|PJBPACPC_02321;gnl|Prokka|PJBPACPC_03250;gnl|Prokka|PLJPCPFJ_01250,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2
K19611,ferric enterobactin receptor,gnl|Prokka|AKEAHCKB_00344;gnl|Prokka|AKEAHCKB_02471;gnl|Prokka|APDOGEMG_02781;gnl|Prokka|BNGDJCLN_02873;gnl|Prokka|COAKLHLB_01609;gnl|Prokka|HCDLLMMA_01288;gnl|Prokka|HIPMDEKK_00362;gnl|Prokka|IAHBEFHN_00333;gnl|Prokka|IAHBEFHN_00334;gnl|Prokka|JCIDEFIG_01377;gnl|Prokka|JDDPIIHO_01373;gnl|Prokka|KAGGKOGE_02631;gnl|Prokka|KIDIHNBK_02911;gnl|Prokka|LGNBBEFE_03698;gnl|Prokka|LKCJGGKA_03816;gnl|Prokka|MKNIKEAA_00867;gnl|Prokka|MKNIKEAA_01058;gnl|Prokka|NGKABENH_01823;gnl|Prokka|NKEMDPIE_00981;gnl|Prokka|PJBPACPC_01175;gnl|Prokka|PLJPCPFJ_00533,1,2,1,1,1,1,1,2,1,1,1,0,2,1,1,1,1,1,1
K01644,citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34],gnl|Prokka|AKEAHCKB_04216;gnl|Prokka|APDOGEMG_02815;gnl|Prokka|BNGDJCLN_02839;gnl|Prokka|COAKLHLB_01574;gnl|Prokka|HCDLLMMA_01321;gnl|Prokka|HIPMDEKK_02877;gnl|Prokka|IAHBEFHN_02819;gnl|Prokka|ICHPHMKM_01323;gnl|Prokka|JCIDEFIG_01411;gnl|Prokka|JDDPIIHO_01154;gnl|Prokka|KAGGKOGE_02663;gnl|Prokka|KIDIHNBK_02944;gnl|Prokka|LGNBBEFE_03663;gnl|Prokka|LKCJGGKA_03783;gnl|Prokka|MKNIKEAA_01025;gnl|Prokka|NGKABENH_01790;gnl|Prokka|NKEMDPIE_01013;gnl|Prokka|PJBPACPC_01208;gnl|Prokka|PLJPCPFJ_00498,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K10001,glutamate/aspartate transport system substrate-binding protein,gnl|Prokka|AKEAHCKB_02398;gnl|Prokka|APDOGEMG_02853;gnl|Prokka|BNGDJCLN_02801;gnl|Prokka|COAKLHLB_02458;gnl|Prokka|HCDLLMMA_01359;gnl|Prokka|HIPMDEKK_03296;gnl|Prokka|IAHBEFHN_02766;gnl|Prokka|JCIDEFIG_01442;gnl|Prokka|JDDPIIHO_03598;gnl|Prokka|KAGGKOGE_02695;gnl|Prokka|KIDIHNBK_02980;gnl|Prokka|LGNBBEFE_03625;gnl|Prokka|LKCJGGKA_03745;gnl|Prokka|MKNIKEAA_00994;gnl|Prokka|NGKABENH_01760;gnl|Prokka|NKEMDPIE_02937;gnl|Prokka|PJBPACPC_01239;gnl|Prokka|PLJPCPFJ_00460,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
K00965,UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12],gnl|Prokka|AKEAHCKB_01627;gnl|Prokka|APDOGEMG_01816;gnl|Prokka|BNGDJCLN_02224;gnl|Prokka|COAKLHLB_01304;gnl|Prokka|HCDLLMMA_01474;gnl|Prokka|HIPMDEKK_01893;gnl|Prokka|IAHBEFHN_02600;gnl|Prokka|ICHPHMKM_03653;gnl|Prokka|JCIDEFIG_01363;gnl|Prokka|JDDPIIHO_03078;gnl|Prokka|KAGGKOGE_02926;gnl|Prokka|KIDIHNBK_03084;gnl|Prokka|LKCJGGKA_01774;gnl|Prokka|MKNIKEAA_00909;gnl|Prokka|NGKABENH_01666;gnl|Prokka|NKEMDPIE_03030;gnl|Prokka|PJBPACPC_01332;gnl|Prokka|PLJPCPFJ_02902,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K06920,7-cyano-7-deazaguanine synthase [EC:6.3.4.20],gnl|Prokka|AKEAHCKB_01339;gnl|Prokka|APDOGEMG_01912;gnl|Prokka|BNGDJCLN_02977;gnl|Prokka|COAKLHLB_03804;gnl|Prokka|HCDLLMMA_01967;gnl|Prokka|HIPMDEKK_01668;gnl|Prokka|IAHBEFHN_02540;gnl|Prokka|ICHPHMKM_02137;gnl|Prokka|JCIDEFIG_02452;gnl|Prokka|JDDPIIHO_02005;gnl|Prokka|KAGGKOGE_02965;gnl|Prokka|KIDIHNBK_01348;gnl|Prokka|LGNBBEFE_03166;gnl|Prokka|LKCJGGKA_02811;gnl|Prokka|MKNIKEAA_04234;gnl|Prokka|NGKABENH_00837;gnl|Prokka|NKEMDPIE_01627;gnl|Prokka|PJBPACPC_00213;gnl|Prokka|PLJPCPFJ_03306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
K00942,guanylate kinase [EC:2.7.4.8],gnl|Prokka|AKEAHCKB_04295;gnl|Prokka|APDOGEMG_01620;gnl|Prokka|BNGDJCLN_02671;gnl|Prokka|COAKLHLB_04055;gnl|Prokka|HCDLLMMA_03387;gnl|Prokka|HIPMDEKK_03368;gnl|Prokka|IAHBEFHN_01910;gnl|Prokka|JCIDEFIG_03649;gnl|Prokka|JDDPIIHO_02611;gnl|Prokka|KAGGKOGE_03318;gnl|Prokka|KIDIHNBK_02480;gnl|Prokka|LGNBBEFE_00703;gnl|Prokka|LKCJGGKA_01254;gnl|Prokka|LKCJGGKA_03849;gnl|Prokka|NGKABENH_02578;gnl|Prokka|NKEMDPIE_03733;gnl|Prokka|PJBPACPC_03116;gnl|Prokka|PLJPCPFJ_02014,1,1,1,1,1,1,1,0,1,1,2,0,1,1,1,1,1,1,1
K21395,TRAP-type transport system periplasmic protein,gnl|Prokka|AKEAHCKB_00899;gnl|Prokka|APDOGEMG_00782;gnl|Prokka|APDOGEMG_02016;gnl|Prokka|APDOGEMG_03080;gnl|Prokka|BNGDJCLN_02740;gnl|Prokka|COAKLHLB_01776;gnl|Prokka|COAKLHLB_02869;gnl|Prokka|HCDLLMMA_01415;gnl|Prokka|HCDLLMMA_02525;gnl|Prokka|HIPMDEKK_01790;gnl|Prokka|IAHBEFHN_01293;gnl|Prokka|IAHBEFHN_02958;gnl|Prokka|ICHPHMKM_00659;gnl|Prokka|ICHPHMKM_01962;gnl|Prokka|JDDPIIHO_00918;gnl|Prokka|JDDPIIHO_03859;gnl|Prokka|KAGGKOGE_02755;gnl|Prokka|KAGGKOGE_03382;gnl|Prokka|KIDIHNBK_00260;gnl|Prokka|KIDIHNBK_01513;gnl|Prokka|KIDIHNBK_02546;gnl|Prokka|KIDIHNBK_03041;gnl|Prokka|LGNBBEFE_00822;gnl|Prokka|LKCJGGKA_00920;gnl|Prokka|LKCJGGKA_03670;gnl|Prokka|LKCJGGKA_03708;gnl|Prokka|MKNIKEAA_00352;gnl|Prokka|MKNIKEAA_02970;gnl|Prokka|NGKABENH_01955;gnl|Prokka|NGKABENH_02642;gnl|Prokka|NGKABENH_04110;gnl|Prokka|NKEMDPIE_00243;gnl|Prokka|NKEMDPIE_03101;gnl|Prokka|NKEMDPIE_03288;gnl|Prokka|PJBPACPC_02529;gnl|Prokka|PJBPACPC_02619;gnl|Prokka|PJBPACPC_03055;gnl|Prokka|PJBPACPC_03891,1,1,3,4,1,2,2,2,0,2,3,2,2,1,3,2,4,0,3
K00874,2-dehydro-3-deoxygluconokinase [EC:2.7.1.45],gnl|Prokka|AKEAHCKB_00661;gnl|Prokka|APDOGEMG_03851;gnl|Prokka|BNGDJCLN_03398;gnl|Prokka|COAKLHLB_01192;gnl|Prokka|HCDLLMMA_02322;gnl|Prokka|HIPMDEKK_03288;gnl|Prokka|IAHBEFHN_02209;gnl|Prokka|ICHPHMKM_01347;gnl|Prokka|JCIDEFIG_03511;gnl|Prokka|JDDPIIHO_04006;gnl|Prokka|KAGGKOGE_03447;gnl|Prokka|KIDIHNBK_02598;gnl|Prokka|LGNBBEFE_01795;gnl|Prokka|LKCJGGKA_01646;gnl|Prokka|NGKABENH_02697;gnl|Prokka|NKEMDPIE_02067;gnl|Prokka|PJBPACPC_00014;gnl|Prokka|PJBPACPC_02994;gnl|Prokka|PLJPCPFJ_03811,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
