Gene,DRR127476_bin.16,DRR127514_bin.3,DRR127619_bin.11,DRR127718_bin.11,DRR127720_bin.6,DRR127752_bin.18_sub,DRR127755_bin.21,MH_sensitive_DRR127478_SemiBin_56,MH_sensitive_DRR127532_SemiBin_33,MH_sensitive_DRR127537_SemiBin_56,MH_sensitive_DRR127557_SemiBin_47,MH_sensitive_DRR127567_SemiBin_19,MH_sensitive_DRR127647_SemiBin_28,MH_sensitive_DRR127692_SemiBin_11,MH_sensitive_DRR127708_SemiBin_52,MH_sensitive_DRR127721_SemiBin_53,MH_sensitive_DRR127736_SemiBin_32,MH_sensitive_DRR127751_SemiBin_5,MH_sensitive_DRR171465_SemiBin_39,gene_name,VFG_ID,gene_description,VF_ID,VFC_ID,organism
gnl|Prokka|ICHPHMKM_03273,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,gnl|Prokka|ICHPHMKM_03273,VFG018314(gb|WP_000982729), fimbrial chaperone StfD ,Stf (VF0958),Adherence (VFC0001),[Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7]
gnl|Prokka|JCIDEFIG_00314,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,gnl|Prokka|JCIDEFIG_00314,VFG035971(gb|WP_024256145), hypothetical protein ,UpaH  AIDA-I type (VF1126),Biofilm (VFC0271),[Escherichia coli str. clone D i2]
gnl|Prokka|JCIDEFIG_00426,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,gnl|Prokka|JCIDEFIG_00426,VFG001444(gb|AAG10151), putative arylsulfatase ,AslA (VF0238),Invasion (VFC0083),[Escherichia coli O18:K1:H7 str. RS218]
gnl|Prokka|JCIDEFIG_01077,1,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,gnl|Prokka|JCIDEFIG_01077,VFG000449(gb|NP_459544), DNA-binding response regulator ,Type 1 fimbriae (VF0102),Adherence (VFC0001),[Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]
gnl|Prokka|JCIDEFIG_01080,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,gnl|Prokka|JCIDEFIG_01080,VFG042682(gb|CAD56973), outer membrane usher protein ,Type 1 fimbriae (VF1211),Adherence (VFC0001),[Citrobacter freundii str. 3009]
gnl|Prokka|JCIDEFIG_01753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,gnl|Prokka|JCIDEFIG_01753,VFG014137(gb|WP_003138472), UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing) ,LPS (VF0085),Immune modulation (VFC0258),[Pseudomonas aeruginosa UCBPP-PA14]
gnl|Prokka|JCIDEFIG_01756,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,gnl|Prokka|JCIDEFIG_01756,VFG005898(gb|WP_002904719), glucose-1-phosphate thymidylyltransferase RfbA ,Capsule (VF0144),Immune modulation (VFC0258),[Streptococcus sanguinis SK36]
gnl|Prokka|JCIDEFIG_03360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,gnl|Prokka|JCIDEFIG_03360,VFG042890(gb|WP_000334696), lytic transglycosylase domain-containing protein ,Type IV pili (VF0966),Adherence (VFC0001),[Salmonella enterica subsp. enterica serovar Typhi str. CT18]
gnl|Prokka|JCIDEFIG_03467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,gnl|Prokka|JCIDEFIG_03467,VFG035944(gb|WP_001033298), YadA-like family protein ,UpaG adhesin  trimeric AT (VF1125),Adherence (VFC0001),[Escherichia coli APEC O1]
gnl|Prokka|JCIDEFIG_03553,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,gnl|Prokka|JCIDEFIG_03553,VFG035513(gb|WP_001240517), type VI secretion system protein TssA ,ACE T6SS (VF1122),Effector delivery system (VFC0086),[Escherichia coli O55:H7 str. CB9615]
gnl|Prokka|JCIDEFIG_03591,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|JCIDEFIG_03591,VFG043089(gb|WP_000763867), chemotaxis response regulator CheY ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|JCIDEFIG_03810,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,gnl|Prokka|JCIDEFIG_03810,VFG034880(gb|WP_000535069), Type III secretion system effector EspX6 ,TTSS secreted effectors (VF1110),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|JCIDEFIG_03968,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,gnl|Prokka|JCIDEFIG_03968,VFG035680(gb|WP_001113713), type VI secretion system-associated FHA domain protein TagH ,ACE T6SS (VF1122),Effector delivery system (VFC0086),[Escherichia coli UMNK88]
gnl|Prokka|JCIDEFIG_03970,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,gnl|Prokka|JCIDEFIG_03970,VFG035728(gb|WP_000393845), type VI secretion system baseplate subunit TssF ,ACE T6SS (VF1122),Effector delivery system (VFC0086),[Escherichia coli E24377A]
gnl|Prokka|JCIDEFIG_03973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,gnl|Prokka|JCIDEFIG_03973,VFG041049(gb|WP_000123970), hypothetical protein ,EHS (VF1176),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|JCIDEFIG_04064,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,gnl|Prokka|JCIDEFIG_04064,VFG021474(gb|WP_001137793), fimbrial biogenesis outer membrane usher protein ,Stc (VF0955),Adherence (VFC0001),[Salmonella enterica subsp. enterica serovar Agona str. SL483]
gnl|Prokka|JCIDEFIG_04433,2,0,2,0,0,0,0,0,1,0,1,2,0,2,0,1,0,1,0,gnl|Prokka|JCIDEFIG_04433,VFG042095(gb|NP_311739), transcriptional regulator ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|JCIDEFIG_04434,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,gnl|Prokka|JCIDEFIG_04434,VFG042093(gb|NP_311740), hypothetical protein ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|JCIDEFIG_04438,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,gnl|Prokka|JCIDEFIG_04438,VFG042090(gb|NP_311745), type III secretion protein EprI ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|JCIDEFIG_04440,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,gnl|Prokka|JCIDEFIG_04440,VFG042088(gb|NP_311747), transcriptional regulator ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|JCIDEFIG_04443,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,gnl|Prokka|JCIDEFIG_04443,VFG042210(gb|NP_306456), type III secretion protein EpaR ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|JCIDEFIG_04447,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,1,0,1,0,gnl|Prokka|JCIDEFIG_04447,VFG042082(gb|NP_311754), type III secretion protein ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|JCIDEFIG_04448,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,gnl|Prokka|JCIDEFIG_04448,VFG042080(gb|NP_311756), type III secretion apparatus protein EivI ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|JCIDEFIG_04449,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,gnl|Prokka|JCIDEFIG_04449,VFG042081(gb|NP_311757), type III secretion apparatus protein EivC ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|JCIDEFIG_04450,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,gnl|Prokka|JCIDEFIG_04450,VFG042078(gb|NP_311758), type III secretion protein EivA ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|JCIDEFIG_04452,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,gnl|Prokka|JCIDEFIG_04452,VFG042076(gb|NP_311760), type III secretion protein EivG ,ETT2 (VF1161),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. Sakai]
gnl|Prokka|JDDPIIHO_00142,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,gnl|Prokka|JDDPIIHO_00142,VFG018223(gb|WP_001265640), polymerized tip adhesin of ECP fibers ,ECP (VF0404),Adherence (VFC0001),[Escherichia coli UTI89]
gnl|Prokka|JDDPIIHO_00143,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,gnl|Prokka|JDDPIIHO_00143,VFG018228(gb|WP_001295798), E. coli common pilus chaperone EcpE ,ECP (VF0404),Adherence (VFC0001),[Escherichia coli CFT073]
gnl|Prokka|JDDPIIHO_00482,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,gnl|Prokka|JDDPIIHO_00482,VFG036074(gb|WP_000502504), type VI secretion system tube protein Hcp ,Colicin-like Usp (VF1135),Exotoxin (VFC0235),[Escherichia coli APEC O1]
gnl|Prokka|JDDPIIHO_00728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|JDDPIIHO_00728,VFG024081(gb|WP_014941434), nitrate reductase subunit beta ,Nitrate reductase (VF0302),Nutritional/Metabolic factor (VFC0272),[Mycobacterium indicus pranii MTCC 9506]
gnl|Prokka|JDDPIIHO_00798,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,gnl|Prokka|JDDPIIHO_00798,VFG021584(gb|WP_001250321), fimbrial protein ,Stf (VF0958),Adherence (VFC0001),[Salmonella enterica subsp. enterica serovar Newport str. SL254]
gnl|Prokka|JDDPIIHO_00858,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,gnl|Prokka|JDDPIIHO_00858,VFG002901(gb|WP_002209736), histidine ABC transporter permease HisQ ,O-antigen (VF0392),Immune modulation (VFC0258),[Yersinia pestis Antiqua]
gnl|Prokka|JDDPIIHO_01231,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,gnl|Prokka|JDDPIIHO_01231,VFG050163(gb|WP_000197083), polysialic acid biosynthesis protein ,K1 capsule (VF0239),Invasion (VFC0083),[Escherichia coli O45:K1:H7 str. S88]
gnl|Prokka|JDDPIIHO_01283,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,gnl|Prokka|JDDPIIHO_01283,VFG035785(gb|WP_000041480), type VI secretion system contractile sheath small subunit ,ACE T6SS (VF1122),Effector delivery system (VFC0086),[Escherichia coli 536]
gnl|Prokka|JDDPIIHO_01378,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,gnl|Prokka|JDDPIIHO_01378,VFG030692(gb|WP_013828150), sn-glycerol-3-phosphate ABC transporter ATP-binding protein UgpC ,Trehalose-recycling ABC transporter (VF0842),Nutritional/Metabolic factor (VFC0272),[Mycobacterium sp. JDM601]
gnl|Prokka|JDDPIIHO_01535,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|JDDPIIHO_01535,VFG045464(gb|WP_000562556), Tir domain containing protein TcpC ,TcpC (VF0413),Immune modulation (VFC0258),[Escherichia coli CFT073]
gnl|Prokka|JDDPIIHO_01624,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|JDDPIIHO_01624,VFG012223(gb|WP_000723802), P pilus minor subunit PapE ,P fimbriae (VF0220),Adherence (VFC0001),[Escherichia coli APEC O1]
gnl|Prokka|JDDPIIHO_01625,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|JDDPIIHO_01625,VFG012218(gb|WP_000620429), P pilus minor subunit PapF  ,P fimbriae (VF0220),Adherence (VFC0001),[Escherichia coli APEC O1]
gnl|Prokka|JDDPIIHO_01626,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|JDDPIIHO_01626,VFG012213(gb|WP_000758687), P pilus tip adhesin PapG ,P fimbriae (VF0220),Adherence (VFC0001),[Escherichia coli APEC O1]
gnl|Prokka|JDDPIIHO_01627,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,gnl|Prokka|JDDPIIHO_01627,VFG012355(gb|WP_001350744), invasion outer membrane protein Tia ,Tia/Hek (VF1109),Invasion (VFC0083),[Escherichia coli APEC O1]
gnl|Prokka|JDDPIIHO_01764,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,gnl|Prokka|JDDPIIHO_01764,VFG040952(gb|WP_001087295), type II secretion system major pseudopilin GspG ,Gsp (VF1177),Effector delivery system (VFC0086),[Escherichia coli E24377A]
gnl|Prokka|JDDPIIHO_02318,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,gnl|Prokka|JDDPIIHO_02318,VFG009407(gb|WP_011893806), type I glutamate--ammonia ligase ,Glutamine synthesis (VF0816),Nutritional/Metabolic factor (VFC0272),[Mycobacterium gilvum PYR-GCK]
gnl|Prokka|JDDPIIHO_02353,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,gnl|Prokka|JDDPIIHO_02353,VFG046459(gb|WP_004287053), elongation factor Tu ,EF-Tu (VF0460),Adherence (VFC0001),[Francisella philomiragia subsp. philomiragia ATCC 25017]
gnl|Prokka|JDDPIIHO_02450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,gnl|Prokka|JDDPIIHO_02450,VFG038907(gb|WP_005354346), hemolysin III ,Hemolysin III (VF0647),Exotoxin (VFC0235),[Aeromonas veronii B565]
gnl|Prokka|JDDPIIHO_02543,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|JDDPIIHO_02543,VFG045794(gb|WP_000992818), curli assembly protein CsgC ,Curli fibers (VF1138),Adherence (VFC0001),[Escherichia coli O25b:H4-ST131]
gnl|Prokka|JDDPIIHO_02920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,gnl|Prokka|JDDPIIHO_02920,VFG037953(gb|WP_000052392), FdtA/QdtA family cupin domain-containing protein ,Capsule (VF0465),Immune modulation (VFC0258),[Acinetobacter baumannii TYTH-1]
gnl|Prokka|JDDPIIHO_02921,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,gnl|Prokka|JDDPIIHO_02921,VFG018005(gb|WP_002932643), N-acetyltransferase ,LOS (VF0326),Immune modulation (VFC0258),[Campylobacter jejuni subsp. jejuni 81116]
gnl|Prokka|JDDPIIHO_02963,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|JDDPIIHO_02963,VFG036019(gb|WP_000820574), Ag43/Cah family autotransporter adhesin ,Cah  AIDA-I type (VF1129),Biofilm (VFC0271),[Escherichia coli O104:H4 str. 2009EL-2050]
gnl|Prokka|JDDPIIHO_03160,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|JDDPIIHO_03160,VFG012253(gb|WP_000597759), P pilus major subunit PapA ,P fimbriae (VF0220),Adherence (VFC0001),[Escherichia coli APEC O1]
gnl|Prokka|JDDPIIHO_03356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,gnl|Prokka|JDDPIIHO_03356,VFG043687(gb|WP_001304254), colibactin non-ribosomal peptide synthetase ClbH ,Colibactin (VF1179),Exotoxin (VFC0235),[Escherichia coli O18:K1:H7 str. IHE3034]
gnl|Prokka|JDDPIIHO_03976,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|JDDPIIHO_03976,VFG039487(gb|WP_012569825), Coxiella Dot/Icm type IVB secretion system translocated effector  ,T4SS secreted effectors (VF0696),Effector delivery system (VFC0086),[Coxiella burnetii CbuG_Q212]
gnl|Prokka|JDDPIIHO_04112,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,gnl|Prokka|JDDPIIHO_04112,VFG012555(gb|WP_000982864), yersiniabactin biosynthesis oxidoreductase YbtU ,Yersiniabactin siderophore (VF1115),Nutritional/Metabolic factor (VFC0272),[Escherichia coli CFT073]
gnl|Prokka|JDDPIIHO_04189,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,gnl|Prokka|JDDPIIHO_04189,VFG012634(gb|WP_000792544), TonB-dependent siderophore receptor IreA ,Iron-regulated element (VF1117),Nutritional/Metabolic factor (VFC0272),[Escherichia coli APEC O1]
gnl|Prokka|JDDPIIHO_04219,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,gnl|Prokka|JDDPIIHO_04219,VFG035836(gb|WP_000053636), type VI secretion system tip protein VgrG ,ACE T6SS (VF1122),Effector delivery system (VFC0086),[Escherichia coli APEC O1]
gnl|Prokka|JDDPIIHO_04303,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,gnl|Prokka|JDDPIIHO_04303,VFG012581(gb|WP_001101730), iron/manganese ABC transporter permease subunit SitC ,Iron/manganese transport (VF1116),Nutritional/Metabolic factor (VFC0272),[Escherichia coli CFT073]
gnl|Prokka|KAGGKOGE_00130,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_00130,VFG042336(gb|WP_001034000), Type III secretion system secreted protein  serine protease ,EspC (VF0173),Effector delivery system (VFC0086),[Escherichia coli O127:H6 str. E2348/69]
gnl|Prokka|KAGGKOGE_00131,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_00131,VFG033778(gb|WP_000606941), hypothetical protein ,TTSS secreted effectors (VF1111),Effector delivery system (VFC0086),[Escherichia coli O127:H6 str. E2348/69]
gnl|Prokka|KAGGKOGE_00423,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,gnl|Prokka|KAGGKOGE_00423,VFG040953(gb|WP_001173448), type II secretion system inner membrane protein GspF ,Gsp (VF1177),Effector delivery system (VFC0086),[Escherichia coli E24377A]
gnl|Prokka|KAGGKOGE_00424,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,gnl|Prokka|KAGGKOGE_00424,VFG040954(gb|WP_000249322), type II secretion system ATPase GspE ,Gsp (VF1177),Effector delivery system (VFC0086),[Escherichia coli E24377A]
gnl|Prokka|KAGGKOGE_00425,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,1,gnl|Prokka|KAGGKOGE_00425,VFG040955(gb|WP_000498824), type II secretion system secretin GspD ,Gsp (VF1177),Effector delivery system (VFC0086),[Escherichia coli E24377A]
gnl|Prokka|KAGGKOGE_01094,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_01094,VFG033779(gb|WP_001121571), Type III secretion system effector EspJ  adenosine diphosphate (ADP) ribosyltransferase  ,TTSS secreted effectors (VF1111),Effector delivery system (VFC0086),[Escherichia coli O127:H6 str. E2348/69]
gnl|Prokka|KAGGKOGE_01097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_01097,VFG034992(gb|WP_001131658), DUF1076 domain-containing protein ,TTSS secreted effectors (VF1110),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|KAGGKOGE_01099,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_01099,VFG042218(gb|AAN07916), Type III secretion system effector Cif  cyclomodulin ,TTSS secreted effectors (VF1110),Effector delivery system (VFC0086),[Escherichia coli O26 str. C/15333]
gnl|Prokka|KAGGKOGE_01683,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,gnl|Prokka|KAGGKOGE_01683,VFG048885(gb|WP_014907227), GDP-mannose 4 6-dehydratase ,Capsule (VF0560),Immune modulation (VFC0258),[Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]
gnl|Prokka|KAGGKOGE_01709,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_01709,VFG018671(gb|WP_012000441), ABC transporter ATP-binding protein ,Capsule (VF0144),Immune modulation (VFC0258),[Streptococcus gordonii str. Challis substr. CH1]
gnl|Prokka|KAGGKOGE_01710,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_01710,VFG018670(gb|WP_012000440), ABC transporter permease ,Capsule (VF0144),Immune modulation (VFC0258),[Streptococcus gordonii str. Challis substr. CH1]
gnl|Prokka|KAGGKOGE_01712,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_01712,VFG005992(gb|WP_000685095), nucleotide sugar dehydrogenase ,Capsule (VF0144),Immune modulation (VFC0258),[Streptococcus pneumoniae D39]
gnl|Prokka|KAGGKOGE_02273,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|KAGGKOGE_02273,VFG043084(gb|WP_001212790), flagellar hook-associated protein FlgL ,Peritrichous flagella (VF1154),Motility (VFC0204),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|KAGGKOGE_02631,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,gnl|Prokka|KAGGKOGE_02631,VFG000923(gb|WP_001034892), ferrienterobactin outer membrane transporter ,Enterobactin (VF0228),Nutritional/Metabolic factor (VFC0272),[Escherichia coli CFT073]
gnl|Prokka|KAGGKOGE_02632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,gnl|Prokka|KAGGKOGE_02632,VFG044159(gb|WP_000125846), enterobactin/ferric enterobactin esterase ,Enterobactin (VF0228),Nutritional/Metabolic factor (VFC0272),[Escherichia coli CFT073]
gnl|Prokka|KAGGKOGE_03248,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03248,VFG000834(gb|WP_000823897), SdiA-regulated domain-containing protein ,TTSS (VF0191),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|KAGGKOGE_03249,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03249,VFG033720(gb|WP_001299596), Type III secretion system effector EspG  GTPase activating protein ,TTSS secreted effectors (VF1111),Effector delivery system (VFC0086),[Escherichia coli O127:H6 str. E2348/69]
gnl|Prokka|KAGGKOGE_03250,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03250,VFG000710(gb|AAC38364), Orf1 ,Ler (VF0189),Regulation (VFC0301),[Escherichia coli O127:H6 str. E2348/69]
gnl|Prokka|KAGGKOGE_03251,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03251,VFG000831(gb|WP_000628731), chaperone for EscF ,TTSS (VF0191),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|KAGGKOGE_03252,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03252,VFG000830(gb|WP_001301632), chaperone for EspA and EspB ,TTSS (VF0191),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|KAGGKOGE_03253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03253,VFG033675(gb|WP_000151816), type III secretion system sorting platform component ,TTSS (VF0172),Effector delivery system (VFC0086),[Escherichia coli O127:H6 str. E2348/69]
gnl|Prokka|KAGGKOGE_03254,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03254,VFG033673(gb|WP_000780684), negative regulator EscL  stator protein ,TTSS (VF0191),Effector delivery system (VFC0086),[Escherichia coli O111:H- str. 11128]
gnl|Prokka|KAGGKOGE_03255,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03255,VFG000827(gb|WP_001299599), Type III secretion systemminor export apparatus protein EscR ,TTSS (VF0191),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|KAGGKOGE_03256,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03256,VFG000826(gb|WP_000379425), Type III secretion systemminor export apparatus protein EscS ,TTSS (VF0191),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|KAGGKOGE_03257,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03257,VFG000825(gb|WP_001002833), Type III secretion system minor export apparatus protein EscT ,TTSS (VF0191),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
gnl|Prokka|KAGGKOGE_03258,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03258,VFG033630(gb|WP_001291693), Type III secretion system export apparatus switch protein EscU ,TTSS (VF0172),Effector delivery system (VFC0086),[Escherichia coli O127:H6 str. E2348/69]
gnl|Prokka|KAGGKOGE_03259,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03259,VFG033628(gb|WP_000720636), T3SS-associated peptidoglycan lytic enzyme  ,TTSS (VF0191),Effector delivery system (VFC0086),[Escherichia coli O111:H- str. 11128]
gnl|Prokka|KAGGKOGE_03260,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03260,VFG033619(gb|WP_000605365), type III secretion system LEE GrlA-binding negative regulator GrlR ,TTSS (VF0191),Effector delivery system (VFC0086),[Escherichia coli O111:H- str. 11128]
gnl|Prokka|KAGGKOGE_03261,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03261,VFG033604(gb|WP_000444178), type III secretion system LEE transcriptional regulator GrlA ,TTSS (VF0172),Effector delivery system (VFC0086),[Escherichia coli O127:H6 str. E2348/69]
gnl|Prokka|KAGGKOGE_03262,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,gnl|Prokka|KAGGKOGE_03262,VFG000820(gb|WP_000087467), chaperone for EspB and EspD ,TTSS (VF0191),Effector delivery system (VFC0086),[Escherichia coli O157:H7 str. EDL933]
